Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 36.979484875s, Fenwick: 1.836401208s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
1361	| 1.57	| 1.56	| 0.01
1362	| 0.58	| 0.64	| 0.06
1363	| 5.49	| 5.50	| 0.00
1364	| 2.05	| 1.97	| 0.08
1365	| 4.90	| 4.95	| 0.05
1366	| 3.86	| 3.85	| 0.01
1367	| 5.38	| 5.27	| 0.10
1368	| 5.53	| 5.58	| 0.05
1369	| 4.80	| 4.66	| 0.14
1370	| 0.30	| 0.29	| 0.02
1371	| 3.43	| 3.52	| 0.09
1372	| 2.90	| 2.85	| 0.06
1373	| 1.31	| 1.38	| 0.07
1374	| 1.87	| 1.97	| 0.10
1375	| 5.54	| 5.36	| 0.17
1376	| 3.77	| 3.80	| 0.02
1377	| 1.76	| 1.85	| 0.09
1378	| 2.68	| 2.71	| 0.03
1379	| 6.07	| 5.88	| 0.19
1380	| 4.55	| 4.46	| 0.09
1381	| 2.61	| 2.58	| 0.03
1382	| 1.67	| 1.69	| 0.03
1383	| 2.99	| 3.02	| 0.03
1384	| 4.55	| 4.70	| 0.15
1385	| 4.64	| 4.64	| 0.01
1386	| 1.94	| 1.93	| 0.01
1387	| 0.62	| 0.63	| 0.00
1388	| 2.25	| 2.22	| 0.03
1389	| 3.21	| 3.09	| 0.12
1390	| 1.14	| 1.16	| 0.01
1391	| 2.93	| 3.14	| 0.21
1392	| 5.83	| 5.73	| 0.10
1393	| 4.07	| 4.13	| 0.06
1394	| 5.85	| 5.58	| 0.27
1395	| 2.09	| 2.12	| 0.03
1396	| 4.41	| 4.27	| 0.14
1397	| 4.82	| 4.81	| 0.01
1398	| 4.89	| 4.88	| 0.01
1399	| 3.19	| 3.25	| 0.06
1400	| 5.05	| 5.09	| 0.03
1401	| 2.11	| 2.07	| 0.04
1402	| 2.88	| 2.86	| 0.02
1403	| 4.92	| 4.85	| 0.07
1404	| 3.06	| 2.97	| 0.08
1405	| 2.03	| 2.12	| 0.09
1406	| 2.69	| 2.78	| 0.09
1407	| 2.23	| 2.14	| 0.10
1408	| 2.85	| 2.80	| 0.05
1409	| 1.90	| 2.02	| 0.12
1410	| 3.32	| 3.33	| 0.01
1411	| 1.16	| 1.21	| 0.05
1412	| 6.30	| 6.22	| 0.08
1413	| 1.09	| 1.07	| 0.02
1414	| 3.83	| 3.69	| 0.14
1415	| 4.69	| 4.74	| 0.05
1416	| 3.24	| 3.23	| 0.01
1417	| 2.29	| 2.26	| 0.03
1418	| 1.38	| 1.32	| 0.06
1419	| 5.22	| 5.10	| 0.12
1420	| 2.86	| 2.93	| 0.07
1421	| 2.42	| 2.45	| 0.02
1422	| 4.39	| 4.32	| 0.07
1423	| 3.49	| 3.56	| 0.07
1424	| 1.23	| 1.26	| 0.02
1425	| 5.06	| 4.97	| 0.09
1426	| 2.08	| 2.08	| 0.00
1427	| 4.58	| 4.62	| 0.04
1428	| 3.12	| 3.12	| 0.00
1429	| 3.43	| 3.30	| 0.13
1430	| 3.01	| 3.09	| 0.08
1431	| 0.42	| 0.42	| 0.00
1432	| 3.69	| 3.66	| 0.03
1433	| 3.46	| 3.43	| 0.04
1434	| 6.61	| 6.55	| 0.06
1435	| 3.86	| 3.79	| 0.06
1436	| 3.00	| 2.89	| 0.11
1437	| 6.60	| 6.35	| 0.24
1438	| 3.36	| 3.41	| 0.05
1439	| 3.50	| 3.35	| 0.15
1440	| 6.49	| 6.43	| 0.06
1441	| 3.08	| 3.12	| 0.04
1442	| 5.59	| 5.62	| 0.04
1443	| 0.33	| 0.33	| 0.00
1444	| 2.95	| 2.97	| 0.02
1445	| 0.51	| 0.52	| 0.02
1446	| 5.40	| 5.50	| 0.10
1447	| 6.07	| 5.95	| 0.12
1448	| 3.88	| 3.85	| 0.03
1449	| 3.04	| 3.07	| 0.03
1450	| 2.66	| 2.73	| 0.07
1451	| 5.72	| 5.77	| 0.05
1452	| 4.20	| 4.31	| 0.11
1453	| 4.14	| 4.19	| 0.05
1454	| 0.69	| 0.67	| 0.02
1455	| 0.56	| 0.58	| 0.02
1456	| 5.41	| 5.41	| 0.00
1457	| 5.84	| 5.86	| 0.02
1458	| 6.44	| 6.49	| 0.05
1459	| 0.87	| 0.93	| 0.06
1460	| 3.20	| 3.26	| 0.06
1461	| 5.20	| 5.13	| 0.07
1462	| 5.99	| 6.03	| 0.04
1463	| 2.74	| 2.76	| 0.03
1464	| 4.27	| 4.24	| 0.03
1465	| 2.52	| 2.46	| 0.07
1466	| 0.19	| 0.23	| 0.04
1467	| 3.33	| 3.46	| 0.13
1468	| 3.64	| 3.57	| 0.07
1469	| 2.38	| 2.35	| 0.02
1470	| 2.70	| 2.64	| 0.06
1471	| 4.91	| 5.03	| 0.13
1472	| 4.78	| 4.62	| 0.15
1473	| 3.02	| 3.12	| 0.10
1474	| 5.61	| 5.72	| 0.11
1475	| 1.54	| 1.54	| 0.01
1476	| 1.28	| 1.27	| 0.01
1477	| 3.91	| 3.84	| 0.07
1478	| 3.72	| 3.90	| 0.18
1479	| 0.62	| 0.64	| 0.02
1480	| 4.46	| 4.63	| 0.17
1481	| 5.51	| 5.55	| 0.04
1482	| 0.14	| 0.12	| 0.02
1483	| 3.07	| 3.05	| 0.02
1484	| 1.79	| 1.79	| 0.00
1485	| 2.21	| 2.22	| 0.02
1486	| 4.60	| 4.60	| 0.00
1487	| 2.22	| 2.26	| 0.05
1488	| 2.86	| 2.77	| 0.09
1489	| 2.22	| 2.21	| 0.01
1490	| 2.12	| 2.17	| 0.05
1491	| 0.61	| 0.64	| 0.03
1492	| 3.31	| 3.43	| 0.11
1493	| 5.47	| 5.44	| 0.03
1494	| 0.22	| 0.25	| 0.03
1495	| 5.62	| 5.62	| 0.00
1496	| 0.77	| 0.80	| 0.03
1497	| 6.29	| 6.13	| 0.16
1498	| 4.18	| 4.28	| 0.10
1499	| 5.00	| 4.89	| 0.10
1500	| 2.17	| 2.30	| 0.13
1501	| 4.51	| 4.40	| 0.11
1502	| 3.16	| 3.19	| 0.03
1503	| 1.35	| 1.38	| 0.03
1504	| 4.00	| 3.96	| 0.04
1505	| 3.53	| 3.55	| 0.03
1506	| 0.61	| 0.66	| 0.04
1507	| 6.04	| 5.78	| 0.25
1508	| 6.37	| 6.50	| 0.12
1509	| 1.37	| 1.36	| 0.01
1510	| 0.53	| 0.54	| 0.01
1511	| 0.13	| 0.14	| 0.01
1512	| 1.62	| 1.57	| 0.05
1513	| 0.32	| 0.30	| 0.02
1514	| 2.61	| 2.63	| 0.02
1515	| 4.52	| 4.46	| 0.06
1516	| 5.65	| 5.53	| 0.12
1517	| 2.70	| 2.76	| 0.05
1518	| 0.91	| 0.99	| 0.08
1519	| 1.92	| 1.99	| 0.07
1520	| 3.54	| 3.62	| 0.08
1521	| 3.31	| 3.24	| 0.07
1522	| 6.32	| 6.44	| 0.12
1523	| 5.63	| 5.58	| 0.05
1524	| 3.39	| 3.36	| 0.03
1525	| 0.44	| 0.49	| 0.05
1526	| 3.97	| 3.98	| 0.01
1527	| 5.78	| 5.70	| 0.08
1528	| 0.93	| 0.92	| 0.00
1529	| 4.77	| 4.76	| 0.02
1530	| 5.29	| 5.23	| 0.05
1531	| 0.43	| 0.42	| 0.01
1532	| 1.64	| 1.72	| 0.07
1533	| 2.31	| 2.20	| 0.11
1534	| 1.20	| 1.22	| 0.02
1535	| 6.59	| 6.55	| 0.04
1536	| 1.07	| 1.10	| 0.02
1537	| 0.04	| 0.03	| 0.01
1538	| 0.61	| 0.60	| 0.01
1539	| 2.21	| 2.20	| 0.02
1540	| 2.72	| 2.71	| 0.01
1541	| 0.10	| 0.10	| 0.00
1542	| 3.57	| 3.64	| 0.07
1543	| 5.81	| 5.94	| 0.13
1544	| 6.23	| 6.16	| 0.08
1545	| 0.34	| 0.31	| 0.03
1546	| 4.46	| 4.35	| 0.11
1547	| 0.68	| 0.71	| 0.03
1548	| 3.21	| 3.29	| 0.08
1549	| 4.83	| 4.87	| 0.04
1550	| 5.48	| 5.47	| 0.01
1551	| 0.32	| 0.29	| 0.03
1552	| 1.84	| 1.96	| 0.12
1553	| 1.79	| 1.90	| 0.11
1554	| 3.89	| 3.84	| 0.05
1555	| 4.83	| 4.92	| 0.08
1556	| 5.65	| 5.77	| 0.11
1557	| 2.34	| 2.32	| 0.02
1558	| 0.94	| 0.87	| 0.07
1559	| 1.30	| 1.35	| 0.04
1560	| 3.30	| 3.29	| 0.01
1561	| 2.09	| 2.14	| 0.04
1562	| 1.68	| 1.67	| 0.01
1563	| 1.37	| 1.46	| 0.09
1564	| 4.03	| 3.99	| 0.04
1565	| 3.07	| 3.05	| 0.02
1566	| 3.73	| 3.74	| 0.01
1567	| 2.35	| 2.33	| 0.01
1568	| 5.87	| 5.70	| 0.18
1569	| 0.83	| 0.83	| 0.01
1570	| 1.75	| 1.79	| 0.04
1571	| 0.80	| 0.82	| 0.01
1572	| 3.33	| 3.21	| 0.12
1573	| 4.33	| 4.44	| 0.11
1574	| 6.23	| 6.25	| 0.02
1575	| 2.34	| 2.35	| 0.01
1576	| 5.51	| 5.47	| 0.04
1577	| 3.69	| 3.75	| 0.07
1578	| 5.88	| 5.90	| 0.02
1579	| 1.65	| 1.64	| 0.01
1580	| 1.51	| 1.52	| 0.01
1581	| 4.63	| 4.66	| 0.03
1582	| 5.80	| 5.84	| 0.05
1583	| 3.45	| 3.26	| 0.19
1584	| 1.64	| 1.63	| 0.01
1585	| 5.13	| 5.27	| 0.14
1586	| 3.17	| 3.21	| 0.04
1587	| 5.68	| 5.75	| 0.07
1588	| 3.17	| 3.08	| 0.08
1589	| 2.81	| 2.73	| 0.08
1590	| 5.44	| 5.47	| 0.03
1591	| 5.89	| 5.97	| 0.09
1592	| 3.38	| 3.52	| 0.13
1593	| 1.27	| 1.31	| 0.03
1594	| 1.04	| 1.02	| 0.01
1595	| 0.89	| 0.89	| 0.00
1596	| 0.26	| 0.27	| 0.01
1597	| 3.79	| 3.92	| 0.13
1598	| 3.45	| 3.54	| 0.09
1599	| 4.29	| 4.44	| 0.15
1600	| 5.59	| 5.68	| 0.09
1601	| 1.31	| 1.38	| 0.06
1602	| 5.24	| 5.17	| 0.07
1603	| 6.34	| 6.18	| 0.16
1604	| 5.04	| 4.84	| 0.19
1605	| 1.78	| 1.74	| 0.04
1606	| 3.53	| 3.46	| 0.07
1607	| 0.51	| 0.47	| 0.04
1608	| 2.27	| 2.34	| 0.07
1609	| 5.44	| 5.61	| 0.18
1610	| 3.99	| 4.13	| 0.13
1611	| 6.02	| 6.13	| 0.11
1612	| 2.95	| 2.93	| 0.02
1613	| 6.02	| 5.99	| 0.04
1614	| 5.56	| 5.57	| 0.01
1615	| 0.87	| 0.83	| 0.04
1616	| 1.62	| 1.64	| 0.02
1617	| 0.46	| 0.44	| 0.02
1618	| 6.38	| 6.34	| 0.04
1619	| 5.61	| 5.44	| 0.16
1620	| 2.01	| 1.99	| 0.02
1621	| 2.85	| 2.89	| 0.04
1622	| 5.20	| 5.32	| 0.12
1623	| 3.26	| 3.29	| 0.04
1624	| 1.30	| 1.28	| 0.02
1625	| 4.72	| 4.55	| 0.17
1626	| 2.16	| 2.12	| 0.04
1627	| 2.40	| 2.38	| 0.02
1628	| 0.82	| 0.81	| 0.00
1629	| 5.36	| 5.33	| 0.03
1630	| 4.05	| 4.13	| 0.08
1631	| 4.75	| 4.84	| 0.09
1632	| 4.33	| 4.36	| 0.03
1633	| 2.17	| 2.28	| 0.11
1634	| 1.22	| 1.28	| 0.05
1635	| 5.84	| 5.68	| 0.16
1636	| 6.00	| 6.01	| 0.01
1637	| 5.47	| 5.59	| 0.12
1638	| 3.14	| 3.14	| 0.01
1639	| 5.23	| 5.17	| 0.06
1640	| 5.51	| 5.32	| 0.19
1641	| 1.47	| 1.56	| 0.09
1642	| 3.60	| 3.67	| 0.07
1643	| 6.08	| 6.21	| 0.13
1644	| 5.95	| 5.91	| 0.05
1645	| 5.02	| 4.90	| 0.11
1646	| 0.04	| 0.03	| 0.01
1647	| 4.29	| 4.20	| 0.09
1648	| 6.33	| 6.29	| 0.04
1649	| 4.35	| 4.32	| 0.03
1650	| 6.34	| 6.52	| 0.18
1651	| 1.01	| 1.01	| 0.00
1652	| 3.90	| 3.88	| 0.02
1653	| 3.09	| 3.05	| 0.04
1654	| 4.55	| 4.59	| 0.04
1655	| 1.37	| 1.38	| 0.00
1656	| 2.47	| 2.51	| 0.04
1657	| 0.66	| 0.65	| 0.02
1658	| 5.01	| 5.02	| 0.01
1659	| 4.03	| 3.87	| 0.16
1660	| 0.01	| 0.00	| 0.00
1661	| 5.35	| 5.44	| 0.09
1662	| 5.79	| 6.00	| 0.22
1663	| 4.58	| 4.65	| 0.07
1664	| 0.87	| 0.85	| 0.02
1665	| 4.22	| 4.29	| 0.07
1666	| 0.01	| 0.01	| 0.00
1667	| 6.08	| 5.94	| 0.14
1668	| 1.25	| 1.25	| 0.00
1669	| 6.53	| 6.63	| 0.10
1670	| 4.90	| 4.90	| 0.00
1671	| 2.61	| 2.59	| 0.02
1672	| 3.09	| 3.01	| 0.08
1673	| 0.06	| 0.06	| 0.01
1674	| 4.98	| 4.90	| 0.08
1675	| 6.14	| 6.33	| 0.18
1676	| 4.82	| 4.94	| 0.12
1677	| 4.56	| 4.58	| 0.02
1678	| 2.48	| 2.49	| 0.01
1679	| 5.62	| 5.52	| 0.10
1680	| 6.32	| 6.55	| 0.23
1681	| 4.52	| 4.44	| 0.08
1682	| 3.20	| 3.13	| 0.07
1683	| 4.00	| 4.10	| 0.11
1684	| 6.22	| 6.21	| 0.01
1685	| 0.91	| 0.95	| 0.04
1686	| 5.08	| 5.02	| 0.06
1687	| 2.53	| 2.64	| 0.12
1688	| 6.17	| 6.29	| 0.12
1689	| 4.15	| 4.29	| 0.13
1690	| 1.61	| 1.62	| 0.02
1691	| 0.35	| 0.32	| 0.04
1692	| 0.56	| 0.54	| 0.02
1693	| 3.94	| 3.85	| 0.09
1694	| 6.42	| 6.34	| 0.08
1695	| 1.27	| 1.30	| 0.03
1696	| 4.48	| 4.44	| 0.04
1697	| 0.95	| 0.97	| 0.01
1698	| 2.61	| 2.72	| 0.10
1699	| 4.76	| 4.98	| 0.21
1700	| 1.12	| 1.15	| 0.03
1701	| 1.55	| 1.55	| 0.00
1702	| 0.05	| 0.05	| 0.00
1703	| 6.40	| 6.25	| 0.15
1704	| 5.45	| 5.33	| 0.12
1705	| 6.02	| 6.03	| 0.00
1706	| 3.13	| 3.13	| 0.00
1707	| 1.39	| 1.31	| 0.08
1708	| 6.16	| 6.19	| 0.03
1709	| 3.68	| 3.70	| 0.02
1710	| 0.14	| 0.12	| 0.02
1711	| 4.30	| 4.40	| 0.09
1712	| 0.18	| 0.19	| 0.01
1713	| 1.21	| 1.16	| 0.05
1714	| 3.94	| 3.89	| 0.04
1715	| 2.90	| 3.07	| 0.17
1716	| 0.07	| 0.07	| 0.00
1717	| 5.50	| 5.55	| 0.05
1718	| 4.57	| 4.54	| 0.04
1719	| 3.66	| 3.48	| 0.18
1720	| 3.81	| 3.89	| 0.08
1721	| 4.93	| 5.01	| 0.07
1722	| 3.13	| 3.25	| 0.12
1723	| 2.59	| 2.67	| 0.08
1724	| 6.21	| 6.25	| 0.04
1725	| 2.89	| 2.91	| 0.03
1726	| 0.72	| 0.74	| 0.03
1727	| 5.95	| 5.92	| 0.04
1728	| 0.75	| 0.76	| 0.00
1729	| 1.08	| 1.15	| 0.07
1730	| 3.36	| 3.44	| 0.07
1731	| 5.41	| 5.32	| 0.09
1732	| 2.43	| 2.26	| 0.17
1733	| 2.50	| 2.52	| 0.01
1734	| 4.81	| 4.90	| 0.09
1735	| 0.96	| 0.93	| 0.03
1736	| 5.16	| 5.08	| 0.08
1737	| 4.50	| 4.48	| 0.01
1738	| 4.71	| 4.71	| 0.01
1739	| 2.92	| 2.90	| 0.02
1740	| 2.78	| 2.83	| 0.05
1741	| 5.30	| 5.32	| 0.02
1742	| 1.96	| 1.97	| 0.01
1743	| 4.10	| 4.26	| 0.16
1744	| 4.50	| 4.58	| 0.08
1745	| 3.15	| 3.11	| 0.04
1746	| 5.42	| 5.45	| 0.03
1747	| 0.24	| 0.24	| 0.00
1748	| 4.52	| 4.46	| 0.06
1749	| 2.44	| 2.42	| 0.02
1750	| 0.77	| 0.77	| 0.00
1751	| 6.21	| 6.33	| 0.12
1752	| 1.34	| 1.33	| 0.01
1753	| 0.53	| 0.49	| 0.04
1754	| 5.54	| 5.49	| 0.05
1755	| 0.07	| 0.07	| 0.00
1756	| 1.02	| 1.03	| 0.01
1757	| 2.39	| 2.39	| 0.00
1758	| 5.58	| 5.66	| 0.07
1759	| 2.61	| 2.67	| 0.05
1760	| 2.28	| 2.29	| 0.01
1761	| 4.00	| 4.06	| 0.05
1762	| 6.37	| 6.42	| 0.05
1763	| 4.57	| 4.55	| 0.01
1764	| 1.98	| 2.04	| 0.06
1765	| 0.56	| 0.49	| 0.07
1766	| 3.43	| 3.47	| 0.04
1767	| 0.97	| 1.02	| 0.04
1768	| 0.61	| 0.57	| 0.04
1769	| 0.44	| 0.42	| 0.01
1770	| 3.09	| 3.06	| 0.03
1771	| 0.09	| 0.11	| 0.02
1772	| 2.84	| 2.86	| 0.02
1773	| 3.64	| 3.75	| 0.11
1774	| 0.09	| 0.09	| 0.00
1775	| 2.06	| 2.04	| 0.02
1776	| 2.14	| 2.15	| 0.02
1777	| 5.24	| 5.34	| 0.09
1778	| 3.37	| 3.38	| 0.01
1779	| 0.88	| 0.92	| 0.04
1780	| 2.15	| 2.11	| 0.04
1781	| 1.33	| 1.45	| 0.12
1782	| 0.24	| 0.24	| 0.00
1783	| 5.58	| 5.62	| 0.04
1784	| 2.57	| 2.56	| 0.01
1785	| 0.29	| 0.29	| 0.00
1786	| 2.86	| 2.94	| 0.09
1787	| 1.51	| 1.54	| 0.03
1788	| 6.50	| 6.43	| 0.07
1789	| 5.62	| 5.70	| 0.08
1790	| 1.02	| 1.03	| 0.01
1791	| 6.38	| 6.43	| 0.05
1792	| 5.39	| 5.26	| 0.13
1793	| 0.53	| 0.52	| 0.02
1794	| 5.08	| 4.97	| 0.11
1795	| 3.30	| 3.38	| 0.08
1796	| 0.08	| 0.10	| 0.02
1797	| 3.46	| 3.50	| 0.04
1798	| 4.98	| 4.94	| 0.04
1799	| 2.50	| 2.52	| 0.02
1800	| 5.82	| 5.82	| 0.01
1801	| 1.07	| 1.15	| 0.07
1802	| 1.48	| 1.47	| 0.01
1803	| 4.13	| 4.09	| 0.04
1804	| 0.94	| 0.91	| 0.02
1805	| 5.47	| 5.50	| 0.03
1806	| 0.26	| 0.25	| 0.01
1807	| 1.13	| 1.11	| 0.02
1808	| 6.01	| 5.94	| 0.07
1809	| 3.09	| 3.07	| 0.02
1810	| 0.43	| 0.44	| 0.01
1811	| 6.47	| 6.58	| 0.11
1812	| 0.14	| 0.16	| 0.02
1813	| 3.23	| 3.17	| 0.06
1814	| 5.01	| 5.08	| 0.07
1815	| 1.67	| 1.66	| 0.01
1816	| 4.56	| 4.37	| 0.19
1817	| 1.29	| 1.37	| 0.08
1818	| 5.49	| 5.43	| 0.07
1819	| 6.11	| 6.18	| 0.06
1820	| 3.40	| 3.43	| 0.02
1821	| 3.32	| 3.34	| 0.02
1822	| 5.62	| 5.68	| 0.06
1823	| 4.09	| 4.34	| 0.25
1824	| 3.37	| 3.42	| 0.05
1825	| 1.25	| 1.18	| 0.07
1826	| 2.73	| 2.61	| 0.11
1827	| 3.59	| 3.49	| 0.10
1828	| 6.04	| 6.05	| 0.01
1829	| 6.26	| 6.32	| 0.06
1830	| 1.90	| 1.93	| 0.03
1831	| 5.18	| 5.12	| 0.06
1832	| 4.95	| 4.92	| 0.03
1833	| 6.32	| 6.28	| 0.04
1834	| 3.54	| 3.56	| 0.03
1835	| 0.26	| 0.26	| 0.00
1836	| 1.73	| 1.79	| 0.06
1837	| 2.67	| 2.61	| 0.05
1838	| 5.10	| 5.04	| 0.06
1839	| 0.76	| 0.80	| 0.04
1840	| 3.40	| 3.29	| 0.11
1841	| 2.28	| 2.21	| 0.07
1842	| 5.39	| 5.39	| 0.01
1843	| 4.33	| 4.22	| 0.11
1844	| 1.72	| 1.75	| 0.03
1845	| 0.83	| 0.84	| 0.02
1846	| 0.02	| 0.03	| 0.01
1847	| 5.89	| 5.92	| 0.02
1848	| 3.41	| 3.41	| 0.00
1849	| 4.59	| 4.58	| 0.02
1850	| 0.60	| 0.60	| 0.00
1851	| 6.54	| 6.58	| 0.04
1852	| 3.47	| 3.47	| 0.00
1853	| 3.94	| 3.84	| 0.10
1854	| 4.29	| 4.45	| 0.17
1855	| 5.24	| 5.39	| 0.15
1856	| 2.88	| 2.77	| 0.11
1857	| 2.62	| 2.50	| 0.12
1858	| 5.19	| 5.35	| 0.16
1859	| 0.11	| 0.11	| 0.00
1860	| 4.32	| 4.26	| 0.06
1861	| 3.94	| 3.96	| 0.02
1862	| 6.12	| 5.94	| 0.18
1863	| 2.62	| 2.71	| 0.09
1864	| 4.82	| 4.89	| 0.08
1865	| 1.05	| 1.10	| 0.06
1866	| 6.31	| 6.34	| 0.03
1867	| 6.34	| 6.45	| 0.11
1868	| 5.78	| 5.64	| 0.14
1869	| 6.46	| 6.68	| 0.21
1870	| 4.70	| 4.89	| 0.19
1871	| 2.23	| 2.22	| 0.01
1872	| 2.75	| 2.71	| 0.05
1873	| 3.18	| 3.35	| 0.17
1874	| 5.71	| 5.89	| 0.18
1875	| 3.09	| 3.13	| 0.04
1876	| 3.77	| 3.73	| 0.04
1877	| 5.96	| 5.87	| 0.09
1878	| 3.51	| 3.54	| 0.03
1879	| 1.69	| 1.77	| 0.08
1880	| 1.68	| 1.60	| 0.07
1881	| 0.46	| 0.43	| 0.02
1882	| 3.46	| 3.54	| 0.08
1883	| 2.08	| 2.06	| 0.01
1884	| 4.38	| 4.55	| 0.17
1885	| 6.14	| 5.84	| 0.30
1886	| 2.38	| 2.48	| 0.10
1887	| 1.06	| 1.10	| 0.04
1888	| 1.31	| 1.34	| 0.03
1889	| 3.23	| 3.29	| 0.06
1890	| 0.33	| 0.34	| 0.02
1891	| 1.22	| 1.14	| 0.07
1892	| 5.99	| 6.00	| 0.01
1893	| 3.02	| 3.06	| 0.05
1894	| 5.69	| 5.49	| 0.20
1895	| 4.80	| 4.71	| 0.09
1896	| 5.05	| 5.07	| 0.02
1897	| 0.12	| 0.12	| 0.00
1898	| 0.05	| 0.05	| 0.00
1899	| 3.14	| 3.13	| 0.01
1900	| 3.79	| 3.83	| 0.04
1901	| 6.44	| 6.36	| 0.08
1902	| 3.06	| 3.16	| 0.11
1903	| 0.24	| 0.24	| 0.00
1904	| 3.43	| 3.57	| 0.14
1905	| 3.92	| 3.96	| 0.04
1906	| 2.94	| 2.94	| 0.01
1907	| 5.27	| 5.38	| 0.12
1908	| 4.04	| 4.16	| 0.11
1909	| 1.77	| 1.74	| 0.03
1910	| 5.53	| 5.58	| 0.05
1911	| 1.44	| 1.41	| 0.02
1912	| 0.29	| 0.31	| 0.02
1913	| 1.38	| 1.39	| 0.01
1914	| 5.00	| 5.06	| 0.05
1915	| 6.56	| 6.42	| 0.13
1916	| 3.16	| 3.01	| 0.15
1917	| 2.40	| 2.45	| 0.05
1918	| 2.87	| 2.80	| 0.07
1919	| 2.15	| 2.10	| 0.06
1920	| 1.89	| 1.99	| 0.10
1921	| 0.80	| 0.82	| 0.02
1922	| 1.71	| 1.68	| 0.03
1923	| 3.05	| 2.99	| 0.06
1924	| 0.57	| 0.53	| 0.04
1925	| 3.91	| 3.85	| 0.05
1926	| 3.03	| 3.08	| 0.04
1927	| 4.36	| 4.35	| 0.01
1928	| 2.57	| 2.57	| 0.00
1929	| 1.63	| 1.63	| 0.00
1930	| 1.57	| 1.49	| 0.08
1931	| 0.86	| 0.87	| 0.01
1932	| 5.09	| 5.06	| 0.03
1933	| 2.42	| 2.52	| 0.10
1934	| 6.07	| 6.18	| 0.12
1935	| 3.86	| 3.92	| 0.05
1936	| 4.45	| 4.58	| 0.14
1937	| 3.52	| 3.56	| 0.04
1938	| 4.12	| 4.09	| 0.03
1939	| 2.58	| 2.57	| 0.01
1940	| 1.36	| 1.35	| 0.02
1941	| 3.17	| 3.14	| 0.03
1942	| 0.11	| 0.11	| 0.00
1943	| 1.73	| 1.87	| 0.14
1944	| 3.34	| 3.10	| 0.24
1945	| 2.73	| 2.72	| 0.01
1946	| 4.68	| 4.54	| 0.13
1947	| 6.54	| 6.46	| 0.07
1948	| 2.80	| 2.75	| 0.05
1949	| 5.93	| 6.10	| 0.17
1950	| 6.23	| 6.33	| 0.10
1951	| 2.31	| 2.20	| 0.11
1952	| 0.63	| 0.66	| 0.02
1953	| 3.82	| 3.81	| 0.01
1954	| 1.45	| 1.54	| 0.09
1955	| 4.64	| 4.52	| 0.12
1956	| 0.00	| 0.01	| 0.00
1957	| 0.80	| 0.76	| 0.03
1958	| 5.63	| 5.64	| 0.02
1959	| 3.71	| 3.63	| 0.07
1960	| 0.48	| 0.49	| 0.02
1961	| 2.85	| 2.89	| 0.04
1962	| 2.63	| 2.71	| 0.07
1963	| 5.31	| 5.36	| 0.05
1964	| 2.95	| 3.11	| 0.16
1965	| 2.82	| 2.78	| 0.04
1966	| 0.27	| 0.28	| 0.01
1967	| 6.39	| 6.64	| 0.26
1968	| 1.08	| 1.05	| 0.03
1969	| 4.34	| 4.26	| 0.08
1970	| 3.68	| 3.54	| 0.14
1971	| 1.88	| 1.86	| 0.02
1972	| 3.89	| 3.80	| 0.09
1973	| 0.11	| 0.10	| 0.01
1974	| 4.59	| 4.65	| 0.07
1975	| 1.80	| 1.87	| 0.06
1976	| 4.06	| 4.13	| 0.06
1977	| 4.07	| 4.23	| 0.16
1978	| 5.65	| 5.50	| 0.15
1979	| 0.21	| 0.19	| 0.01
1980	| 3.50	| 3.55	| 0.05
1981	| 5.42	| 5.23	| 0.19
1982	| 3.23	| 3.20	| 0.03
1983	| 5.64	| 5.63	| 0.01
1984	| 4.42	| 4.48	| 0.06
1985	| 5.44	| 5.54	| 0.11
1986	| 0.88	| 0.91	| 0.03
1987	| 1.44	| 1.37	| 0.07
1988	| 4.35	| 4.28	| 0.07
1989	| 4.89	| 4.91	| 0.02
1990	| 5.43	| 5.45	| 0.02
1991	| 2.88	| 3.00	| 0.12
1992	| 4.25	| 4.26	| 0.00
1993	| 5.10	| 5.07	| 0.03
1994	| 4.26	| 4.10	| 0.16
1995	| 5.35	| 5.32	| 0.03
1996	| 0.39	| 0.37	| 0.02
1997	| 1.32	| 1.34	| 0.02
1998	| 4.22	| 4.14	| 0.08
1999	| 5.91	| 6.10	| 0.19
2000	| 1.86	| 1.86	| 0.00
2001	| 0.63	| 0.69	| 0.06
2002	| 0.63	| 0.62	| 0.00
2003	| 5.56	| 5.57	| 0.01
2004	| 5.29	| 5.29	| 0.00
2005	| 4.81	| 4.80	| 0.01
2006	| 5.24	| 5.18	| 0.06
2007	| 6.64	| 6.24	| 0.40
2008	| 0.80	| 0.77	| 0.03
2009	| 1.68	| 1.70	| 0.03
2010	| 2.10	| 2.08	| 0.02
2011	| 3.30	| 3.21	| 0.09
2012	| 2.57	| 2.60	| 0.03
2013	| 5.38	| 5.22	| 0.15
2014	| 3.92	| 3.91	| 0.00
2015	| 0.06	| 0.05	| 0.01
2016	| 6.20	| 6.25	| 0.05
2017	| 0.53	| 0.51	| 0.02
2018	| 0.83	| 0.80	| 0.03
2019	| 1.27	| 1.32	| 0.06
2020	| 3.45	| 3.46	| 0.01
